:START_ID,:END_ID,:TYPE
_ab50qdWOk0DdB6XOrBitw,k1paHQJ9ZLA77FsQp-LMKg,has review
pbFsiIaQdwNMwMAhHGX4PA,k1paHQJ9ZLA77FsQp-LMKg,wrote review
k1paHQJ9ZLA77FsQp-LMKg,e056793a-acc7-4024-a82d-9f5b37fbcc32,has aspect
e056793a-acc7-4024-a82d-9f5b37fbcc32,0fb03a9a-1e08-4793-bcab-7d5921d5c19b,has aspect
0fb03a9a-1e08-4793-bcab-7d5921d5c19b,08f868c1-c1cb-408d-8780-8ac5be8c6e0a,has aspect
e056793a-acc7-4024-a82d-9f5b37fbcc32,016e66b5-218f-44ee-bdd2-1e3c0de12240,has aspect
016e66b5-218f-44ee-bdd2-1e3c0de12240,76637b05-8e75-4c72-99d0-8e95d458e4e5,has aspect
e056793a-acc7-4024-a82d-9f5b37fbcc32,93d4f816-f4fd-46c5-b67e-62626b597adc,has aspect
93d4f816-f4fd-46c5-b67e-62626b597adc,14177c71-2f4a-491c-b690-1d1e5cb79757,has aspect
e056793a-acc7-4024-a82d-9f5b37fbcc32,e101133a-854c-4be2-a285-7f083acdeebf,has aspect
e101133a-854c-4be2-a285-7f083acdeebf,3b4e0238-0c7c-4aa6-ad56-c3f4d3712239,has aspect
e056793a-acc7-4024-a82d-9f5b37fbcc32,6963946d-3c63-4340-b6e4-1c2f9e149032,has aspect
6963946d-3c63-4340-b6e4-1c2f9e149032,f28defef-d0e6-4960-8e7a-7acfd9978d53,has aspect
HCYs4zgL7kCLdEqKRqaPbg,Tz4jC-WAXZBQlcmqriVLGw,has review
L5vrQnmQJxQiIAqa3x3dhw,Tz4jC-WAXZBQlcmqriVLGw,wrote review
Tz4jC-WAXZBQlcmqriVLGw,d88ec1ac-6e64-46d4-ab3d-66fa76ef0dcd,has aspect
d88ec1ac-6e64-46d4-ab3d-66fa76ef0dcd,b923211d-50f6-41e3-b72d-827f782e3760,has aspect
b923211d-50f6-41e3-b72d-827f782e3760,e8fb429d-7591-48f5-a053-871f745e6336,has aspect
Tz4jC-WAXZBQlcmqriVLGw,e17dcb52-4e08-4e8a-883d-09dff4c0377a,has aspect
e17dcb52-4e08-4e8a-883d-09dff4c0377a,f37e31ee-bc23-469d-8e4d-7967fc2e4dde,has aspect
f37e31ee-bc23-469d-8e4d-7967fc2e4dde,435bc5df-50cc-4b75-ab92-1f49956561aa,has aspect
Tz4jC-WAXZBQlcmqriVLGw,f7730609-ff1f-497e-a944-7334dee2887c,has aspect
f7730609-ff1f-497e-a944-7334dee2887c,df043587-4a42-41ab-ac27-99f9bf100c72,has aspect
df043587-4a42-41ab-ac27-99f9bf100c72,8d911a84-310b-4bfb-b67d-8af70108de74,has aspect
f7730609-ff1f-497e-a944-7334dee2887c,30c61887-1852-42ac-9e23-d97834f7a51c,has aspect
30c61887-1852-42ac-9e23-d97834f7a51c,ed878f22-3303-46b8-9d67-ad8c8ee73b76,has aspect
f7730609-ff1f-497e-a944-7334dee2887c,2edb1d6e-ffd4-401e-a813-51726328372b,has aspect
2edb1d6e-ffd4-401e-a813-51726328372b,99f37220-cfb5-4630-948e-6a1ff832b57f,has aspect
FZFIEhMeSgrVbMDcSjdsWQ,4UA7Q1CaP0frWRFMfizOuA,has review
uuXSCSynhdJ5n542Af2IKg,4UA7Q1CaP0frWRFMfizOuA,wrote review
4UA7Q1CaP0frWRFMfizOuA,81be45d9-8d2e-4a51-9d40-26add21b38f9,has aspect
81be45d9-8d2e-4a51-9d40-26add21b38f9,38ba50ba-d78f-4d62-a825-743d176ba43c,has aspect
38ba50ba-d78f-4d62-a825-743d176ba43c,9c5b425b-37e4-4c81-8d02-2c062939c3dd,has aspect
4UA7Q1CaP0frWRFMfizOuA,eb48dea7-4e97-4d0f-83a9-c4cfec463f46,has aspect
eb48dea7-4e97-4d0f-83a9-c4cfec463f46,6bff5cda-6f60-45a1-838b-afa9bd9ebf2f,has aspect
6bff5cda-6f60-45a1-838b-afa9bd9ebf2f,4e803ae6-1e1b-4e03-b533-7d2345d5a535,has aspect
eb48dea7-4e97-4d0f-83a9-c4cfec463f46,a20246f1-07cb-40fd-9871-8c5d4f861605,has aspect
a20246f1-07cb-40fd-9871-8c5d4f861605,59896837-23aa-49d0-a6bf-0e77274c6c25,has aspect
4UA7Q1CaP0frWRFMfizOuA,cce6c5f6-f463-4d6a-999a-3ff4ca1306a3,has aspect
cce6c5f6-f463-4d6a-999a-3ff4ca1306a3,eccde296-9d47-4202-8f58-c5c12aecb042,has aspect
eccde296-9d47-4202-8f58-c5c12aecb042,275999b9-435f-415e-9875-f58b6014ce4f,has aspect
cce6c5f6-f463-4d6a-999a-3ff4ca1306a3,53a7e5a4-e86d-4839-be0e-d09d0259d247,has aspect
53a7e5a4-e86d-4839-be0e-d09d0259d247,b64af383-f91b-44bc-a7bd-43f14b7477ef,has aspect
4UA7Q1CaP0frWRFMfizOuA,af90645c-3fd3-49a4-bf53-ffbe7b6ac7f6,has aspect
af90645c-3fd3-49a4-bf53-ffbe7b6ac7f6,b9c9e298-3d39-4e34-86c7-015c25c73456,has aspect
b9c9e298-3d39-4e34-86c7-015c25c73456,9996b11a-cde6-471d-b040-761562da2378,has aspect
eb48dea7-4e97-4d0f-83a9-c4cfec463f46,8b947bc2-2313-4c11-9ed5-03f5dca8d80b,has aspect
8b947bc2-2313-4c11-9ed5-03f5dca8d80b,311e4fed-abe7-4b0c-b0c3-5217149003b6,has aspect
eb48dea7-4e97-4d0f-83a9-c4cfec463f46,35520831-a9f8-4f47-9a66-8e1004b6cd71,has aspect
35520831-a9f8-4f47-9a66-8e1004b6cd71,c01660b6-9572-423e-892c-3e8bb86e92c0,has aspect
eb48dea7-4e97-4d0f-83a9-c4cfec463f46,c8c1417b-1ba7-4639-9a7c-9e3b4da3c187,has aspect
c8c1417b-1ba7-4639-9a7c-9e3b4da3c187,d9dd6d6e-7ca3-4747-9eec-ed7504cfcc75,has aspect
eb48dea7-4e97-4d0f-83a9-c4cfec463f46,5d0aad21-ae4c-406c-aa1d-1b5244bc06b1,has aspect
5d0aad21-ae4c-406c-aa1d-1b5244bc06b1,898132f5-2bcd-4e3d-9325-a90f80a83ad5,has aspect
af90645c-3fd3-49a4-bf53-ffbe7b6ac7f6,cf54fa78-f249-46d8-96de-27bc0516efa2,has aspect
cf54fa78-f249-46d8-96de-27bc0516efa2,8b5400ef-1e0d-4e7e-acfb-02ceb1e49074,has aspect
eb48dea7-4e97-4d0f-83a9-c4cfec463f46,68c9bf91-3b5f-42b3-b89d-b4b882ef30e7,has aspect
68c9bf91-3b5f-42b3-b89d-b4b882ef30e7,f3d2bcb3-c0a2-4ce2-b09c-5592459874f7,has aspect
81be45d9-8d2e-4a51-9d40-26add21b38f9,0661a9f0-62b4-4d97-8525-c54a00970492,has aspect
0661a9f0-62b4-4d97-8525-c54a00970492,0a6db437-6d14-45cf-bc3d-6331919829c2,has aspect
0vTc7-wiDBDKKmGvC0EzFg,MwmkPvCXkujN9fHpTwz46w,has review
koi-aLAhUkk1Qk0Ruj_shw,MwmkPvCXkujN9fHpTwz46w,wrote review
MwmkPvCXkujN9fHpTwz46w,597be4a1-5790-49c7-951c-67c5181c44e7,has aspect
597be4a1-5790-49c7-951c-67c5181c44e7,786ebf08-10fb-4e55-a2c8-8cd3449522dd,has aspect
786ebf08-10fb-4e55-a2c8-8cd3449522dd,2ccffccc-b400-4ab7-a4e1-e299bea75a74,has aspect
MwmkPvCXkujN9fHpTwz46w,38f19fe1-8736-4aab-b5f3-f9d1631b40a2,has aspect
38f19fe1-8736-4aab-b5f3-f9d1631b40a2,edb4f4a6-95cb-4f49-b671-b2143dbc33df,has aspect
edb4f4a6-95cb-4f49-b671-b2143dbc33df,c26c375d-da46-4227-bf94-2a0d74d6e016,has aspect
MwmkPvCXkujN9fHpTwz46w,1df50892-8a92-4430-89e6-1ef29d42fb64,has aspect
1df50892-8a92-4430-89e6-1ef29d42fb64,2afab663-01ee-4787-bc13-b601b7c5a53b,has aspect
2afab663-01ee-4787-bc13-b601b7c5a53b,a1ad2307-a6bb-452b-a0d7-4c15816bec6f,has aspect
MwmkPvCXkujN9fHpTwz46w,7604290d-3e55-4f9b-a5b2-f216dee8ed40,has aspect
7604290d-3e55-4f9b-a5b2-f216dee8ed40,75cfcd02-851e-45d3-baf8-4325286c8614,has aspect
75cfcd02-851e-45d3-baf8-4325286c8614,c5545734-487a-4a8d-b220-bc7e11f14784,has aspect
597be4a1-5790-49c7-951c-67c5181c44e7,955bf5e2-b617-4a65-b956-1772e6de857c,has aspect
955bf5e2-b617-4a65-b956-1772e6de857c,463acc7c-c65f-48b4-9f87-4221ce675201,has aspect
yz0KWVamNhqiZGz7XTClzg,hRej8MgSHrN9PMUiBNEhCg,has review
6TyomBVUjVFZyXDbj3maLA,hRej8MgSHrN9PMUiBNEhCg,wrote review
hRej8MgSHrN9PMUiBNEhCg,247b5ce5-d07f-406f-afef-6a0cfd83c43b,has aspect
247b5ce5-d07f-406f-afef-6a0cfd83c43b,d15bfc0e-dee1-40cb-babf-1a987710e07c,has aspect
d15bfc0e-dee1-40cb-babf-1a987710e07c,168187c0-2ac1-40ab-b55b-912456fade99,has aspect
hRej8MgSHrN9PMUiBNEhCg,8d4d4881-9d0e-42d4-bbec-fe73142b2715,has aspect
8d4d4881-9d0e-42d4-bbec-fe73142b2715,fb0d1345-9544-478f-b5fd-07edc8c9a3c3,has aspect
fb0d1345-9544-478f-b5fd-07edc8c9a3c3,07bac8c4-e93a-4563-8f7c-b8efbfec5738,has aspect
hRej8MgSHrN9PMUiBNEhCg,13a93fdb-8e4f-44dc-930b-a1668ef2166f,has aspect
13a93fdb-8e4f-44dc-930b-a1668ef2166f,e953438a-780d-4323-8510-95fe7eea3813,has aspect
e953438a-780d-4323-8510-95fe7eea3813,2f36ab93-c87a-474f-9b1e-af2b8fd57a44,has aspect
KhBUg5QhBYuK8RZAe5gDMQ,TZpM6J1MGPiD6_IfhsxDtg,has review
tuoDDqTDCB-lDgelvMrp5Q,TZpM6J1MGPiD6_IfhsxDtg,wrote review
TZpM6J1MGPiD6_IfhsxDtg,82dd6bcf-9afd-4eca-bf14-a37106dd4323,has aspect
82dd6bcf-9afd-4eca-bf14-a37106dd4323,20abe65c-cab3-4344-aa95-38a93d3ddb7f,has aspect
20abe65c-cab3-4344-aa95-38a93d3ddb7f,63b4a263-4d31-45a3-8cb5-a31a4f96f629,has aspect
TZpM6J1MGPiD6_IfhsxDtg,6d988493-8e4f-4058-9a2e-4fb0c9253f41,has aspect
6d988493-8e4f-4058-9a2e-4fb0c9253f41,ff6daadd-573d-4af2-896d-32a33550e88b,has aspect
ff6daadd-573d-4af2-896d-32a33550e88b,4479c9ef-3eaf-4716-a2ee-751ff4d187ee,has aspect
6d988493-8e4f-4058-9a2e-4fb0c9253f41,17926174-e574-4cd0-abbb-62745e7831d1,has aspect
17926174-e574-4cd0-abbb-62745e7831d1,37a4354a-a48f-44db-a984-fe5e6dbbc101,has aspect
TZpM6J1MGPiD6_IfhsxDtg,3040cdc8-812e-4c1b-967f-896c0d885341,has aspect
3040cdc8-812e-4c1b-967f-896c0d885341,0e5a0ff1-9afb-47c9-906d-7f5ca64e366d,has aspect
0e5a0ff1-9afb-47c9-906d-7f5ca64e366d,30a7980d-cdf6-4ce9-a908-3d43da3eca51,has aspect
3040cdc8-812e-4c1b-967f-896c0d885341,04952bb2-b3ce-4ac6-ae8a-fec195505a6c,has aspect
04952bb2-b3ce-4ac6-ae8a-fec195505a6c,1144bcce-589d-44a7-ac0f-c9cbb7c2842b,has aspect
TZpM6J1MGPiD6_IfhsxDtg,48c69bc4-bba6-4d7e-b9e0-9326c1252110,has aspect
48c69bc4-bba6-4d7e-b9e0-9326c1252110,332ae95c-6296-4325-b0c4-08c679b7553e,has aspect
332ae95c-6296-4325-b0c4-08c679b7553e,2502b1bd-c1ff-427f-86a5-fe5b2ec795d7,has aspect
3040cdc8-812e-4c1b-967f-896c0d885341,eec84a71-eef0-46e6-82ed-bd5673947a92,has aspect
eec84a71-eef0-46e6-82ed-bd5673947a92,58059262-636b-46a6-a1aa-9d17ef6fbaa7,has aspect
6d988493-8e4f-4058-9a2e-4fb0c9253f41,6e38ccf5-391c-4b46-b41a-fcb8c6f2a0e2,has aspect
6e38ccf5-391c-4b46-b41a-fcb8c6f2a0e2,3049c308-5d47-4f75-8ef3-9a0d4b3858c8,has aspect
48c69bc4-bba6-4d7e-b9e0-9326c1252110,5edc1e5d-b595-4d4c-bbd1-63fe500d09dc,has aspect
5edc1e5d-b595-4d4c-bbd1-63fe500d09dc,04528f6e-467c-4e67-ac36-34bf7b46bad3,has aspect
82dd6bcf-9afd-4eca-bf14-a37106dd4323,81ec9fad-03a1-4734-aa03-7e08e2faf494,has aspect
81ec9fad-03a1-4734-aa03-7e08e2faf494,8bdc59ec-24ca-4d81-ac35-7e979b1dd14e,has aspect
